dbn,school_name,cte_designated_high_school,program_cip_code,program_name,industry_cluster,number_of_industry_partners,is_nysed_approved,grade_levels_served,enrolled_student_counts,number_of_staff_attending,Year
10X264,Bronx Academy for Software Engineering (BASE),True,110201,"Computer Programming/Programmer, General",Information Technology Cluster,3,Non-Approved,9101112,433,6,2017-2018
10X284,Bronx School of Law and Finance,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,74,6,2017-2018
10X284,Bronx School of Law and Finance,False,520304,Accounting and Finance,Business Management and Administration Cluster,2,Non-Approved,9101112,186,6,2017-2018
10X368,In-Tech Academy (M.S. / High School 368),False,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,1,Approved,9101112,138,6,2017-2018
10X368,In-Tech Academy (M.S. / High School 368),False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,9101112,188,6,2017-2018
10X437,Fordham High School for the Arts,False,500501,"Drama and Dramatics/Theatre Arts, General","Arts, Audio/Video Technology and Communications Cluster",2,Non-Approved,9101112,174,3,2017-2018
10X437,Fordham High School for the Arts,False,500502,Technical Theater/Theater Design and Technology,"Arts, Audio/Video Technology and Communications Cluster",0,Non-Approved,,0,3,2017-2018
10X439,Bronx High School for Law and Community Service,False,430107,Criminal Justice/Police Science,Law and Public Safety Cluster,8,Non-Approved,9101112,138,2,2017-2018
10X524,Crotona International High School,True,100203,Recording Arts Technology/Technician,"Arts, Audio/Video Technology and Communications Cluster",8,Approved,9101112,301,3,2017-2018
10X565,High School for Energy and Technology,True,460302,Electrician,Architecture and Construction Cluster,0,Non-Approved,9101112,325,6,2017-2018
11X270,Academy for Scholarship and Entrepreneurship: A Co,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,5,Approved,9101112,376,2,2017-2018
11X275,High School of Computers and Technology,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,2,Approved,9101112,573,7,2017-2018
11X418,Bronx High School for the Visual Arts,False,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",1,Approved,9101112,396,4,2017-2018
11X508,Bronxdale High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,4,Non-Approved,9101112,182,6,2017-2018
13K419,"Science Skills Center High School for Science, Tec",False,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,1,Non-Approved,9101112,147,1,2017-2018
13K430,Brooklyn Technical High School,False,90102,Mass Communications/Media Studies,"Arts, Audio/Video Technology and Communications Cluster",5,Approved,1112,151,8,2017-2018
13K430,Brooklyn Technical High School,False,150405,Robotics Technology/Technician,Manufacturing Production Cluster,2,Approved,101112,410,8,2017-2018
13K430,Brooklyn Technical High School,False,151301,"Drafting and Design Technology/Technician, General",Manufacturing Production Cluster,1,Approved,9101112,3232,8,2017-2018
13K430,Brooklyn Technical High School,False,430103,Criminal Justice/Law Enforcement Administration,Law and Public Safety Cluster,11,Non-Approved,1112,270,8,2017-2018
13K605,George Westinghouse Career and Technical Education,True,111004,Web/Multimedia Management and Webmaster,Information Technology Cluster,1,Non-Approved,1012,52,10,2017-2018
13K605,George Westinghouse Career and Technical Education,True,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,3,Approved,9101112,380,10,2017-2018
13K605,George Westinghouse Career and Technical Education,True,151202,Computer Technology/Computer Systems Technology,Information Technology Cluster,3,Non-Approved,9101112,99,10,2017-2018
13K605,George Westinghouse Career and Technical Education,True,460302,Electrician,Architecture and Construction Cluster,3,Approved,9101112,123,10,2017-2018
13K674,"City Polytechnic High School of Engineering, Archi",True,150101,Architectural Engineering Technology/Technician,Architecture and Construction Cluster,3,Approved,9101112,403,3,2017-2018
14K477,East Williamsburg Scholars Academy,False,430107,Criminal Justice/Police Science,Law and Public Safety Cluster,9,Non-Approved,9101112,196,8,2017-2018
14K478,"The High School for Enterprise, Business and Techn",False,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,2,Approved,9101112,353,11,2017-2018
14K478,"The High School for Enterprise, Business and Techn",False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,6,Approved,9101112,477,11,2017-2018
14K558,Williamsburg High School for Architecture and Desi,True,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,3,Approved,9101112,568,6,2017-2018
14K610,Automotive High School,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",5,Approved,9101112,215,7,2017-2018
14K610,Automotive High School,True,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",0,Non-Approved,,0,7,2017-2018
15K497,The Boerum Hill School for International Studies,False,120599,"Culinary Arts and Related Services, Other",Hospitality and Tourism Cluster,5,Approved,9101112,151,2,2017-2018
15K519,Cobble Hill School of American Studies,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,379,4,2017-2018
16K455,Boys and Girls High School,False,460302,Electrician,Architecture and Construction Cluster,1,Non-Approved,9101112,139,1,2017-2018
16K688,The Brooklyn Academy of Global Finance,False,520304,Accounting and Finance,Business Management and Administration Cluster,0,Non-Approved,9101112,129,7,2017-2018
17K122,Pathways in Technology Early College High School (,True,150403,Electromechanical Technology/Electromechanical Engineering Technology,Manufacturing Production Cluster,1,Non-Approved,9101112,108,1,2017-2018
17K122,Pathways in Technology Early College High School (,True,151202,Computer Technology/Computer Systems Technology,Information Technology Cluster,2,Non-Approved,9101112,460,1,2017-2018
17K408,Academy of Hospitality and Tourism,False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,1,Non-Approved,9101112,195,5,2017-2018
17K548,Brooklyn School for Music & Theatre,False,500502,Technical Theater/Theater Design and Technology,"Arts, Audio/Video Technology and Communications Cluster",1,Non-Approved,9101112,181,0,2017-2018
17K600,Clara Barton High School,True,510601,Dental Assisting/Assistant,Health Science Cluster,3,Approved,9101112,126,27,2017-2018
17K600,Clara Barton High School,True,510603,Dental Laboratory Technology/Technician,Health Science Cluster,3,Approved,9101112,90,27,2017-2018
17K600,Clara Barton High School,True,511006,Ophthalmic Laboratory Technology/Technician,Health Science Cluster,2,Non-Approved,9101112,25,27,2017-2018
17K600,Clara Barton High School,True,511613,Licensed Practical/Vocational Nurse Training,Health Science Cluster,3,Approved,9101112,135,27,2017-2018
17K600,Clara Barton High School,True,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Approved,9101112,192,27,2017-2018
17K751,Academy for Health Careers,True,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,3,Non-Approved,9101112,349,4,2017-2018
18K567,Brooklyn Theatre Arts High School,False,500501,"Drama and Dramatics/Theatre Arts, General","Arts, Audio/Video Technology and Communications Cluster",2,Non-Approved,9101112,306,1,2017-2018
18K617,High School for Innovation in Advertising and Medi,True,110899,"Computer Software and Media Applications, Other",Information Technology Cluster,2,Non-Approved,9101112,182,4,2017-2018
19K502,FDNY - Captain Vernon A. Richard High School for F,False,510904,Emergency Medical Technology/Technician (EMT Paramedic),Health Science Cluster,2,Non-Approved,101112,78,1,2017-2018
19K510,World Academy for Total Community Health High Scho,False,519999,"Health Professions and Related Clinical Services, Other",Health Science Cluster,5,Non-Approved,9101112,70,5,2017-2018
19K615,Transit Tech Career and Technical Education High S,True,470101,"Electrical/Electronics Equipment Installation and Repair, General",Information Technology Cluster,8,Non-Approved,9101112,94,6,2017-2018
19K615,Transit Tech Career and Technical Education High S,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,2,Approved,9101112,239,6,2017-2018
19K615,Transit Tech Career and Technical Education High S,True,470105,Industrial Electronics Technology/Technician,Manufacturing Production Cluster,8,Non-Approved,9101112,41,6,2017-2018
19K615,Transit Tech Career and Technical Education High S,True,479999,"Mechanic and Repair Technologies/Technicians, Other","Transportation, Distribution and Logistics Cluster",3,Non-Approved,9101112,159,6,2017-2018
19K618,Academy of Innovative Technology,True,110103,Information Technology,Information Technology Cluster,2,Non-Approved,9101112,92,7,2017-2018
19K618,Academy of Innovative Technology,True,110801,"Web Page, Digital/Multimedia and Information Resources Design",Information Technology Cluster,3,Approved,9101112,74,7,2017-2018
19K618,Academy of Innovative Technology,True,470101,"Electrical/Electronics Equipment Installation and Repair, General",Information Technology Cluster,2,Approved,9101112,158,7,2017-2018
19K660,W. H. Maxwell Career and Technical Education High,True,100105,Communications Technology/Technician,"Arts, Audio/Video Technology and Communications Cluster",1,Approved,9101112,89,9,2017-2018
19K660,W. H. Maxwell Career and Technical Education High,True,120401,"Cosmetology/Cosmetologist, General",Marketing Sales and Services Cluster,1,Approved,9101112,150,9,2017-2018
19K660,W. H. Maxwell Career and Technical Education High,True,500407,Fashion/Apparel Design,"Arts, Audio/Video Technology and Communications Cluster",1,Approved,9101112,36,9,2017-2018
19K660,W. H. Maxwell Career and Technical Education High,True,510714,Medical Insurance Specialist/Medical Biller,Health Science Cluster,0,Non-Approved,9101112,66,9,2017-2018
19K660,W. H. Maxwell Career and Technical Education High,True,511006,Ophthalmic Laboratory Technology/Technician,Health Science Cluster,1,Approved,9101112,39,9,2017-2018
19K764,The Urban Assembly School for Collaborative Health,True,519999,"Health Professions and Related Clinical Services, Other",Health Science Cluster,1,Non-Approved,9101112,170,5,2017-2018
20K445,New Utrecht High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,12,Non-Approved,9101112,147,20,2017-2018
20K445,New Utrecht High School,False,510714,Medical Insurance Specialist/Medical Biller,Health Science Cluster,2,Non-Approved,9101112,281,20,2017-2018
20K445,New Utrecht High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,5,Non-Approved,9101112,197,20,2017-2018
20K445,New Utrecht High School,False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,5,Non-Approved,9101112,122,20,2017-2018
20K485,High School of Telecommunication Arts and Technolo,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,0,Non-Approved,9101112,213,0,2017-2018
20K490,Fort Hamilton High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,59,9,2017-2018
20K490,Fort Hamilton High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Approved,9101112,661,9,2017-2018
21K410,Abraham Lincoln High School,False,510808,Veterinary/Animal Health Technology/Technician and Veterinarian Assistant,Health Science Cluster,1,Non-Approved,9101112,343,5,2017-2018
21K410,Abraham Lincoln High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Non-Approved,9101112,101,5,2017-2018
21K525,Edward R. Murrow High School,False,100203,Recording Arts Technology/Technician,"Arts, Audio/Video Technology and Communications Cluster",0,Non-Approved,9101112,322,10,2017-2018
21K525,Edward R. Murrow High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Approved,9101112,713,10,2017-2018
21K540,John Dewey High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,0,Non-Approved,9101112,189,5,2017-2018
21K559,Life Academy High School for Film and Music,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",2,Non-Approved,9101112,103,1,2017-2018
21K620,William E. Grady Career and Technical Education Hi,True,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,2,Approved,9101112,69,3,2017-2018
21K620,William E. Grady Career and Technical Education Hi,True,151001,Construction Engineering Technology/Technician,Architecture and Construction Cluster,3,Non-Approved,9101112,94,3,2017-2018
21K620,William E. Grady Career and Technical Education Hi,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,2,Approved,9101112,148,3,2017-2018
21K620,William E. Grady Career and Technical Education Hi,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Non-Approved,91012,28,3,2017-2018
21K620,William E. Grady Career and Technical Education Hi,True,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,1,Non-Approved,9101112,44,3,2017-2018
21K690,Brooklyn Studio Secondary School,False,110899,"Computer Software and Media Applications, Other",Information Technology Cluster,1,Approved,9101112,266,5,2017-2018
22K405,Midwood High School,False,90199,"Communications and Media Studies, Other","Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,392,5,2017-2018
22K405,Midwood High School,False,151302,CAD/CADD Drafting and/or Design Technology/Technician,Manufacturing Production Cluster,2,Approved,9101112,266,5,2017-2018
22K405,Midwood High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,630,5,2017-2018
22K425,James Madison High School,False,110103,Information Technology,Information Technology Cluster,1,Non-Approved,9101112,450,8,2017-2018
22K425,James Madison High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,618,8,2017-2018
22K425,James Madison High School,False,520899,"Finance and Financial Management Services, Other",Finance Cluster,1,Non-Approved,9101112,108,8,2017-2018
24Q264,Academy of Finance and Enterprise,False,520304,Accounting and Finance,Business Management and Administration Cluster,3,Approved,9101112,247,7,2017-2018
24Q264,Academy of Finance and Enterprise,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Approved,9101112,270,7,2017-2018
24Q455,Newtown High School,False,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,1,Approved,9101112,396,5,2017-2018
24Q455,Newtown High School,False,520101,"Business/Commerce, General",Business Management and Administration Cluster,2,Approved,9101112,309,5,2017-2018
24Q485,Grover Cleveland High School,False,110101,"Computer and Information Sciences, General",Information Technology Cluster,3,Non-Approved,9101112,272,5,2017-2018
24Q485,Grover Cleveland High School,False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,3,Non-Approved,9101112,199,5,2017-2018
24Q550,High School for Arts and Business,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,9101112,228,5,2017-2018
24Q600,Queens Vocational and Technical High School,True,110803,Computer Graphics,Information Technology Cluster,2,Approved,9101112,106,10,2017-2018
24Q600,Queens Vocational and Technical High School,True,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,3,Approved,101112,52,10,2017-2018
24Q600,Queens Vocational and Technical High School,True,120401,"Cosmetology/Cosmetologist, General",Marketing Sales and Services Cluster,2,Approved,9101112,229,10,2017-2018
24Q600,Queens Vocational and Technical High School,True,120402,Barbering/Barber,Marketing Sales and Services Cluster,0,Non-Approved,910,26,10,2017-2018
24Q600,Queens Vocational and Technical High School,True,150303,"Electrical, Electronic and Communications Engineering Technology/Technician",Scientific Research and Engineering Cluster,2,Approved,91112,164,10,2017-2018
24Q600,Queens Vocational and Technical High School,True,460302,Electrician,Architecture and Construction Cluster,5,Approved,9101112,429,10,2017-2018
24Q600,Queens Vocational and Technical High School,True,460503,Plumbing Technology/Plumber,Architecture and Construction Cluster,1,Approved,9101112,94,10,2017-2018
24Q600,Queens Vocational and Technical High School,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,3,Approved,9101112,231,10,2017-2018
