dbn,school_name,cte_designated_high_school,program_cip_code,program_name,industry_cluster,number_of_industry_partners,is_nysed_approved,grade_levels_served,enrolled_student_counts,number_of_staff_attending,Year
24Q455,Newtown High School,False,520101,"Business/Commerce, General",Business Management and Administration Cluster,4,Approved,"9,10,11,12",413,2,2019-2020
24Q485,Grover Cleveland High School,False,110101,"Computer and Information Sciences, General",Information Technology Cluster,4,Non-Approved,"9,10,11,12",210,4,2019-2020
24Q550,High School for Arts and Business,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,"9,10,11,12",311,0,2019-2020
24Q550,High School for Arts and Business,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Approved,"9,10,11,12",278,0,2019-2020
24Q600,Queens Technical High School,True,110803,Computer Graphics,Information Technology Cluster,4,Approved,"9,10,11,12",107,14,2019-2020
24Q600,Queens Technical High School,True,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,3,Approved,"9,10,11,12",186,14,2019-2020
24Q600,Queens Technical High School,True,120401,"Cosmetology/Cosmetologist, General",Marketing Sales and Services Cluster,0,Approved,"9,10,11,12",213,14,2019-2020
24Q600,Queens Technical High School,True,120402,Barbering/Barber,Marketing Sales and Services Cluster,0,Non-Approved,"9,10,11,12",68,14,2019-2020
24Q600,Queens Technical High School,True,150303,"Electrical, Electronic and Communications Engineering Technology/Technician",Scientific Research and Engineering Cluster,2,Approved,"10,11,12",55,14,2019-2020
24Q600,Queens Technical High School,True,460302,Electrician,Architecture and Construction Cluster,4,Approved,"9,10,11,12",281,14,2019-2020
24Q600,Queens Technical High School,True,460503,Plumbing Technology/Plumber,Architecture and Construction Cluster,4,Approved,"9,10,11,12",220,14,2019-2020
24Q600,Queens Technical High School,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,0,Approved,"9,10,11,12",184,14,2019-2020
24Q610,Aviation Career & Technical Education High School,True,470608,Aircraft Powerplant Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,"9,10,11,12",2055,1,2019-2020
25Q425,John Bowne High School,False,010000,"Agriculture, General","Agriculture, Food and Natural Resources Cluster",0,Approved,"9,10,11,12",587,3,2019-2020
25Q425,John Bowne High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,0,Non-Approved,"9,10,11,12",618,3,2019-2020
25Q460,Flushing High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,11,Non-Approved,"9,10,11,12",255,2,2019-2020
25Q460,Flushing High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,"9,10,11,12",272,2,2019-2020
25Q460,Flushing High School,False,521401,"Marketing/Marketing Management, General",Marketing Sales and Services Cluster,5,Approved,,0,2,2019-2020
25Q525,Townsend Harris High School,False,090402,Broadcast Journalism,"Arts, Audio/Video Technology and Communications Cluster",1,Non-Approved,"10,11,12",185,4,2019-2020
25Q525,Townsend Harris High School,False,150401,Biomedical Technology/Technician,Scientific Research and Engineering Cluster,3,Non-Approved,"10,11,12",160,4,2019-2020
25Q525,Townsend Harris High School,False,150405,Robotics Technology/Technician,Manufacturing Production Cluster,1,Non-Approved,"10,11,12",210,4,2019-2020
25Q525,Townsend Harris High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,11,Non-Approved,"10,11,12",13,4,2019-2020
26Q315,Business Technology Early College High School,True,110103,Information Technology,Information Technology Cluster,1,Non-Approved,"9,10,11,12",522,0,2019-2020
26Q430,Francis Lewis High School,False,150405,Robotics Technology/Technician,Manufacturing Production Cluster,1,Non-Approved,"9,10,11,12",202,2,2019-2020
26Q430,Francis Lewis High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,8,Non-Approved,,0,2,2019-2020
26Q430,Francis Lewis High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,4,Non-Approved,"9,10,11,12",268,2,2019-2020
26Q495,Bayside High School,False,090702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,"9,10,11,12",518,8,2019-2020
26Q495,Bayside High School,False,100203,Recording Arts Technology/Technician,"Arts, Audio/Video Technology and Communications Cluster",12,Approved,"9,10,11,12",472,8,2019-2020
26Q495,Bayside High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,0,Approved,"9,10,11,12",582,8,2019-2020
26Q495,Bayside High School,False,150507,Environmental Engineering Technology/Environmental Technology,"Agriculture, Food and Natural Resources Cluster",5,Approved,"9,10,11,12",360,8,2019-2020
26Q495,Bayside High School,False,399031,Fitness Trainers & Aerobics Instructors,Education and Training Cluster,10,Approved,"9,10,11,12",675,8,2019-2020
26Q495,Bayside High School,False,520201,"Business Administration and Management, General",Business Management and Administration Cluster,0,Approved,"9,10,11,12",299,8,2019-2020
27Q302,"Queens High School for Information, Research, and",False,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,3,Non-Approved,"9,10,11,12",109,2,2019-2020
27Q324,Rockaway Park High School for Environmental Sustai,False,460201,Carpentry/Carpenter,Architecture and Construction Cluster,3,Non-Approved,"9,10,11,12",93,2,2019-2020
27Q351,Rockaway Collegiate High School,False,110801,"Web Page, Digital/Multimedia and Information Resources Design",Information Technology Cluster,0,Non-Approved,"9,10,11,12",162,0,2019-2020
27Q400,August Martin High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,1,Non-Approved,"10,11,12",101,2,2019-2020
27Q475,Richmond Hill High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,0,Non-Approved,"9,10,11,12",85,7,2019-2020
27Q475,Richmond Hill High School,False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,6,Approved,"9,10,11,12",161,7,2019-2020
27Q480,John Adams High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,10,Non-Approved,"9,10,11,12",228,3,2019-2020
27Q650,"High School for Construction Trades, Engineering a",True,151001,Construction Engineering Technology/Technician,Architecture and Construction Cluster,0,Approved,"9,10,11,12",339,9,2019-2020
27Q650,"High School for Construction Trades, Engineering a",True,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,7,Approved,"9,10,11,12",366,9,2019-2020
27Q650,"High School for Construction Trades, Engineering a",True,151304,Civil Drafting and Civil Engineering CAD/CADD,Manufacturing Production Cluster,7,Approved,"9,10,11,12",394,9,2019-2020
28Q440,Forest Hills High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,"9,10,11,12",517,2,2019-2020
28Q440,Forest Hills High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,4,Approved,"9,10,11,12",674,2,2019-2020
28Q505,Hillcrest High School,False,110199,"Computer Science, Other",Information Technology Cluster,4,Approved,,0,7,2019-2020
28Q505,Hillcrest High School,False,151302,CAD/CADD Drafting and/or Design Technology/Technician,Manufacturing Production Cluster,4,Approved,"9,10,11,12",82,7,2019-2020
28Q505,Hillcrest High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,12,Non-Approved,"9,10,11,12",262,7,2019-2020
28Q505,Hillcrest High School,False,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,3,Approved,"10,11,12",135,7,2019-2020
28Q505,Hillcrest High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,"10,11,12",68,7,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,100305,"Graphic and Printing Equipment Operator, General Production",Manufacturing Production Cluster,4,Approved,"9,10,11,12",191,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,5,Approved,"9,10,11,12",166,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,111003,Computer and Information Systems Security,Information Technology Cluster,0,Approved,"9,10,11,12",217,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,111004,Web/Multimedia Management and Webmaster,Information Technology Cluster,3,Approved,"9,10,11,12",204,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,150405,Robotics Technology/Technician,Manufacturing Production Cluster,2,Approved,"9,10,11,12",183,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,151306,Mechanical Drafting and Mechanical Drafting CAD/CADD,Manufacturing Production Cluster,2,Approved,"9,10,11,12",208,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,460302,Electrician,Architecture and Construction Cluster,3,Approved,"9,10,11,12",110,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,5,Approved,"9,10,11,12",225,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470603,Autobody/Collision and Repair Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,"9,10,11,12",101,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",9,Approved,"9,10,11,12",340,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,500402,Commercial and Advertising Art,"Arts, Audio/Video Technology and Communications Cluster",4,Approved,"9,10,11,12",114,17,2019-2020
28Q620,Thomas A. Edison Career and Technical Education Hi,True,511099,"Clinical/Medical Laboratory Science and Allied Professions, Other",Health Science Cluster,3,Approved,"9,10,11,12",106,17,2019-2020
29Q243,Institute for Health Professions at Cambria Height,True,510810,Emergency Care Attendant (EMT Ambulance),Health Science Cluster,2,Non-Approved,,0,2,2019-2020
29Q243,Institute for Health Professions at Cambria Height,True,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Non-Approved,"9,10,11,12",441,2,2019-2020
29Q272,George Washington Carver High School for the Scien,False,510808,Veterinary/Animal Health Technology/Technician and Veterinarian Assistant,Health Science Cluster,1,Approved,"9,10,11,12",174,2,2019-2020
29Q313,Benjamin Franklin High School for Finance & Inform,True,110103,Information Technology,Information Technology Cluster,4,Approved,"9,10,11,12",289,5,2019-2020
29Q313,Benjamin Franklin High School for Finance & Inform,True,520304,Accounting and Finance,Business Management and Administration Cluster,2,Non-Approved,"9,10,11,12",121,5,2019-2020
29Q326,Cambria Heights Academy,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,"9,10,11,12",361,3,2019-2020
30Q258,Energy Tech High School,True,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Non-Approved,"9,10,11,12",457,2,2019-2020
30Q286,"Young Women's Leadership School, Astoria",False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,"9,11",46,4,2019-2020
30Q301,Academy for Careers in Television and Film,True,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",5,Approved,"9,10,11,12",550,1,2019-2020
30Q445,William Cullen Bryant High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,"9,10,11,12",390,3,2019-2020
30Q450,Long Island City High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,7,Approved,"9,10,11,12",226,11,2019-2020
30Q450,Long Island City High School,False,399031,Fitness Trainers & Aerobics Instructors,Education and Training Cluster,2,Non-Approved,"9,10,11,12",553,11,2019-2020
30Q450,Long Island City High School,False,520901,"Hospitality Administration/Management, General",Hospitality and Tourism Cluster,5,Approved,"9,10,11,12",280,11,2019-2020
30Q501,Frank Sinatra School of the Arts High School,False,500301,"Dance, General","Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,"9,10,11,12",125,0,2019-2020
30Q501,Frank Sinatra School of the Arts High School,False,500501,"Drama and Dramatics/Theatre Arts, General","Arts, Audio/Video Technology and Communications Cluster",2,Non-Approved,"9,10,11,12",139,0,2019-2020
30Q502,Information Technology High School,False,110801,"Web Page, Digital/Multimedia and Information Resources Design",Information Technology Cluster,3,Approved,"10,11,12",95,5,2019-2020
30Q502,Information Technology High School,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,"10,11,12",95,5,2019-2020
31R440,New Dorp High School,False,090702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",6,Approved,"9,10,11,12",375,13,2019-2020
31R440,New Dorp High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,10,2,13,2019-2020
31R440,New Dorp High School,False,430106,Forensic Science and Technology,Law and Public Safety Cluster,3,Non-Approved,"9,10,11,12",453,13,2019-2020
31R440,New Dorp High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,11,Non-Approved,"9,10,11,12",285,13,2019-2020
31R440,New Dorp High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,6,Approved,"9,10,11,12",397,13,2019-2020
31R445,Port Richmond High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,4,Approved,"9,10,11,12",385,5,2019-2020
31R445,Port Richmond High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Non-Approved,"11,12",24,5,2019-2020
31R450,Curtis High School,False,090102,Mass Communications/Media Studies,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,"9,10,11,12",269,4,2019-2020
31R450,Curtis High School,False,110301,Data Processing Technology/Technician,Information Technology Cluster,3,Non-Approved,"9,10,11,12",439,4,2019-2020
31R450,Curtis High School,False,430107,Criminal Justice/Police Science,Law and Public Safety Cluster,36,Non-Approved,"9,10,11,12",375,4,2019-2020
31R450,Curtis High School,False,500301,"Dance, General","Arts, Audio/Video Technology and Communications Cluster",4,Non-Approved,"9,10,11,12",106,4,2019-2020
31R450,Curtis High School,False,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,"9,10,11,12",322,4,2019-2020
31R450,Curtis High School,False,511613,Licensed Practical/Vocational Nurse Training,Health Science Cluster,0,Approved,"10,11,12",56,4,2019-2020
31R450,Curtis High School,False,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Approved,"9,10,11,12",280,4,2019-2020
31R455,Tottenville High School,False,090903,Advertising,"Arts, Audio/Video Technology and Communications Cluster",5,Approved,"10,11,12",98,13,2019-2020
31R455,Tottenville High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,1,Non-Approved,"10,11,12",95,13,2019-2020
31R455,Tottenville High School,False,120500,"Cooking and Related Culinary Arts, General",Hospitality and Tourism Cluster,5,Approved,"10,11,12",114,13,2019-2020
31R455,Tottenville High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,10,Non-Approved,"10,11,12",159,13,2019-2020
31R455,Tottenville High School,False,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,"9,10,11,12",146,13,2019-2020
31R455,Tottenville High School,False,510603,Dental Laboratory Technology/Technician,Health Science Cluster,4,Approved,"10,11,12",80,13,2019-2020
31R455,Tottenville High School,False,510699,"Dental Services and Allied Professions, Other",Health Science Cluster,3,Approved,"10,11,12",80,13,2019-2020
31R455,Tottenville High School,False,510899,"Health/Medical Assisting Services, Other",Health Science Cluster,5,Approved,"11,12",123,13,2019-2020
31R455,Tottenville High School,False,520304,Accounting and Finance,Business Management and Administration Cluster,4,Non-Approved,"10,11,12",198,13,2019-2020
31R460,Susan E. Wagner High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,0,Non-Approved,"9,10,11,12",315,5,2019-2020
31R460,Susan E. Wagner High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Non-Approved,"9,10,11,12",98,5,2019-2020
31R600,Ralph R. McKee Career and Technical Education High,True,090702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,"9,10,11,12",64,10,2019-2020
31R600,Ralph R. McKee Career and Technical Education High,True,110201,"Computer Programming/Programmer, General",Information Technology Cluster,3,Non-Approved,"9,10,11,12",195,10,2019-2020
31R600,Ralph R. McKee Career and Technical Education High,True,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Approved,"9,10,11,12",61,10,2019-2020
31R600,Ralph R. McKee Career and Technical Education High,True,150803,Automotive Engineering Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,"9,10,11,12",121,10,2019-2020
31R600,Ralph R. McKee Career and Technical Education High,True,460201,Carpentry/Carpenter,Architecture and Construction Cluster,3,Approved,"9,10,11,12",111,10,2019-2020
31R600,Ralph R. McKee Career and Technical Education High,True,460302,Electrician,Architecture and Construction Cluster,2,Approved,"9,10,11,12",90,10,2019-2020
31R600,Ralph R. McKee Career and Technical Education High,True,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,"9,10,11,12",159,10,2019-2020
31R605,Staten Island Technical High School,False,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,1,Approved,"9,10,11,12",1218,3,2019-2020
33K891,Brooklyn STEAM Center,False,110103,Information Technology,Information Technology Cluster,4,Approved,"11,12",48,8,2019-2020
33K891,Brooklyn STEAM Center,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,2,Approved,"11,12",48,8,2019-2020
33K891,Brooklyn STEAM Center,False,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,3,Approved,"11,12",41,8,2019-2020
33K891,Brooklyn STEAM Center,False,469999,"Construction Trades, Other",Architecture and Construction Cluster,3,Approved,"11,12",42,8,2019-2020
33K891,Brooklyn STEAM Center,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",4,Approved,"11,12",47,8,2019-2020
